id,visitors
air_0164b9927d20bcc3_2017-04-29,4.515864074909164
air_0164b9927d20bcc3_2017-04-30,1.756956992823885
air_0164b9927d20bcc3_2017-05-01,5.835925259575518
air_0164b9927d20bcc3_2017-05-02,6.125507214951951
air_0164b9927d20bcc3_2017-05-03,5.303852448989607
air_0164b9927d20bcc3_2017-05-04,2.71113879542993
air_0164b9927d20bcc3_2017-05-05,10.284380537912885
air_0164b9927d20bcc3_2017-05-06,4.1467356280060885
air_0164b9927d20bcc3_2017-05-07,1.6808675610478707
air_0164b9927d20bcc3_2017-05-08,4.199727638384455
air_0164b9927d20bcc3_2017-05-09,6.371071288072155
air_0164b9927d20bcc3_2017-05-10,6.521715817085045
air_0164b9927d20bcc3_2017-05-11,4.9165155940079615
air_0164b9927d20bcc3_2017-05-12,8.457864387291409
air_0164b9927d20bcc3_2017-05-13,9.856480210966254
air_0164b9927d20bcc3_2017-05-14,1.6808431129590724
air_0164b9927d20bcc3_2017-05-15,4.199668216048645
air_0164b9927d20bcc3_2017-05-16,5.1131372305813
air_0164b9927d20bcc3_2017-05-17,6.521864465772563
air_0164b9927d20bcc3_2017-05-18,4.916599616824778
air_0164b9927d20bcc3_2017-05-19,8.458085626213288
air_0164b9927d20bcc3_2017-05-20,4.146579063446364
air_0164b9927d20bcc3_2017-05-21,1.6808186650932275
air_0164b9927d20bcc3_2017-05-22,4.199609136442456
air_0164b9927d20bcc3_2017-05-23,5.113248693129434
air_0164b9927d20bcc3_2017-05-24,6.522012855882503
air_0164b9927d20bcc3_2017-05-25,4.916683642000466
air_0164b9927d20bcc3_2017-05-26,8.45830724060011
air_0164b9927d20bcc3_2017-05-27,4.146500509772719
air_0164b9927d20bcc3_2017-05-28,1.6807942174503343
air_0164b9927d20bcc3_2017-05-29,4.199549887309647
air_0164b9927d20bcc3_2017-05-30,5.11336035775329
air_0164b9927d20bcc3_2017-05-31,6.522160987388501
air_0241aa3964b7f861_2017-04-23,8.78530238289842
air_0241aa3964b7f861_2017-04-24,7.918710285713583
air_0241aa3964b7f861_2017-04-25,7.774115856495434
air_0241aa3964b7f861_2017-04-26,8.494026841582436
air_0241aa3964b7f861_2017-04-27,3.800006598366874
air_0241aa3964b7f861_2017-04-28,5.359679406646421
air_0241aa3964b7f861_2017-04-29,9.694857170021235
air_0241aa3964b7f861_2017-04-30,8.695300122033416
air_0241aa3964b7f861_2017-05-01,7.556876587522707
air_0241aa3964b7f861_2017-05-02,7.56443348705797
air_0241aa3964b7f861_2017-05-03,14.167889925142644
air_0241aa3964b7f861_2017-05-04,3.92628553738614
air_0241aa3964b7f861_2017-05-05,6.155972867699338
air_0241aa3964b7f861_2017-05-06,10.253894898298817
air_0241aa3964b7f861_2017-05-07,8.732069365760848
air_0241aa3964b7f861_2017-05-08,7.557040259801386
air_0241aa3964b7f861_2017-05-09,7.564597080400001
air_0241aa3964b7f861_2017-05-10,8.529697181030752
air_0241aa3964b7f861_2017-05-11,3.705918779665651
air_0241aa3964b7f861_2017-05-12,5.612391848636262
air_0241aa3964b7f861_2017-05-13,10.254147752334314
air_0241aa3964b7f861_2017-05-14,8.732295471963116
air_0241aa3964b7f861_2017-05-15,7.632840749228722
air_0241aa3964b7f861_2017-05-16,7.564760678178762
air_0241aa3964b7f861_2017-05-17,8.145529545162852
air_0241aa3964b7f861_2017-05-18,3.705852514355482
air_0241aa3964b7f861_2017-05-19,5.612501233262748
air_0241aa3964b7f861_2017-05-20,10.254400614704364
air_0241aa3964b7f861_2017-05-21,8.732521184123252
air_0241aa3964b7f861_2017-05-22,7.633006149289368
air_0241aa3964b7f861_2017-05-23,7.641523942445115
air_0241aa3964b7f861_2017-05-24,8.145702988875842
air_0241aa3964b7f861_2017-05-25,3.705786250492869
air_0241aa3964b7f861_2017-05-26,5.612611106996681
air_0241aa3964b7f861_2017-05-27,10.254653028131004
air_0241aa3964b7f861_2017-05-28,8.732747305487631
air_0241aa3964b7f861_2017-05-29,7.633171913465187
air_0241aa3964b7f861_2017-05-30,7.641689990663153
air_0241aa3964b7f861_2017-05-31,8.14587643745812
air_0328696196e46f18_2017-04-23,8.288405664473085
air_0328696196e46f18_2017-04-24,5.292731297201617
air_0328696196e46f18_2017-04-25,7.936399362765629
air_0328696196e46f18_2017-04-26,10.281224069762269
air_0328696196e46f18_2017-04-27,9.079415142118403
air_0328696196e46f18_2017-04-28,9.905435728749163
air_0328696196e46f18_2017-04-29,7.627711535598016
air_0328696196e46f18_2017-04-30,8.288617606382143
air_0328696196e46f18_2017-05-01,5.544071894092225
air_0328696196e46f18_2017-05-02,8.027872353361378
air_0328696196e46f18_2017-05-03,13.428064454866233
air_0328696196e46f18_2017-05-04,14.923453863417159
air_0328696196e46f18_2017-05-05,14.6609607179734
air_0328696196e46f18_2017-05-06,6.902475452677385
air_0328696196e46f18_2017-05-07,8.58953858551663
air_0328696196e46f18_2017-05-08,5.54421518746441
air_0328696196e46f18_2017-05-09,8.028062841838494
air_0328696196e46f18_2017-05-10,10.06232144431085
air_0328696196e46f18_2017-05-11,8.80092770419244
air_0328696196e46f18_2017-05-12,10.018606064143597
air_0328696196e46f18_2017-05-13,6.902634867222197
air_0328696196e46f18_2017-05-14,8.589759863308482
air_0328696196e46f18_2017-05-15,5.544358786576681
air_0328696196e46f18_2017-05-16,8.028253335663415
air_0328696196e46f18_2017-05-17,10.06255919502736
air_0328696196e46f18_2017-05-18,8.801167213260257
air_0328696196e46f18_2017-05-19,10.018839538400979
air_0328696196e46f18_2017-05-20,6.902794625427084
air_0328696196e46f18_2017-05-21,8.589981936017846
air_0328696196e46f18_2017-05-22,5.544502389763177
air_0328696196e46f18_2017-05-23,8.028443834836295
air_0328696196e46f18_2017-05-24,10.062797964152105
air_0328696196e46f18_2017-05-25,8.80140715654538
air_0328696196e46f18_2017-05-26,10.019073515973671
air_0328696196e46f18_2017-05-27,6.902954727320742
air_0328696196e46f18_2017-05-28,8.590203228661219
air_0328696196e46f18_2017-05-29,5.544645997024014
air_0328696196e46f18_2017-05-30,8.028634339357282
air_0328696196e46f18_2017-05-31,10.063036234106209
air_034a3d5b40d5b1b1_2017-04-23,27.403226210005865
air_034a3d5b40d5b1b1_2017-04-24,16.113864326518843
air_034a3d5b40d5b1b1_2017-04-25,14.071354147648524
air_034a3d5b40d5b1b1_2017-04-26,19.51087705608928
air_034a3d5b40d5b1b1_2017-04-27,12.868233258117826
air_034a3d5b40d5b1b1_2017-04-28,22.247423670282426
air_034a3d5b40d5b1b1_2017-04-29,26.26888146072401
air_034a3d5b40d5b1b1_2017-04-30,27.405549304851633
air_034a3d5b40d5b1b1_2017-05-01,16.853268494910655
air_034a3d5b40d5b1b1_2017-05-02,14.283313931307324
air_034a3d5b40d5b1b1_2017-05-03,15.106115299832672
air_034a3d5b40d5b1b1_2017-05-04,18.898613912437263
air_034a3d5b40d5b1b1_2017-05-05,25.28842496831831
air_034a3d5b40d5b1b1_2017-05-06,26.665037144542644
air_034a3d5b40d5b1b1_2017-05-07,25.36995859584371
air_034a3d5b40d5b1b1_2017-05-08,16.85459229798729
air_034a3d5b40d5b1b1_2017-05-09,14.284403747210783
air_034a3d5b40d5b1b1_2017-05-10,19.85663654551642
air_034a3d5b40d5b1b1_2017-05-11,13.352444416839237
air_034a3d5b40d5b1b1_2017-05-12,22.402717930472452
air_034a3d5b40d5b1b1_2017-05-13,26.568696990480845
air_034a3d5b40d5b1b1_2017-05-14,25.372052018511496
air_034a3d5b40d5b1b1_2017-05-15,16.85591703696416
air_034a3d5b40d5b1b1_2017-05-16,14.285494333930089
air_034a3d5b40d5b1b1_2017-05-17,19.858163933375266
air_034a3d5b40d5b1b1_2017-05-18,13.353418750265416
air_034a3d5b40d5b1b1_2017-05-19,22.403895707989516
air_034a3d5b40d5b1b1_2017-05-20,26.570397922176788
air_034a3d5b40d5b1b1_2017-05-21,25.374145677646407
air_034a3d5b40d5b1b1_2017-05-22,16.857240292857362
air_034a3d5b40d5b1b1_2017-05-23,14.286584363111825
air_034a3d5b40d5b1b1_2017-05-24,19.859689610055778
air_034a3d5b40d5b1b1_2017-05-25,13.354393771918613
air_034a3d5b40d5b1b1_2017-05-26,22.529054852624665
air_034a3d5b40d5b1b1_2017-05-27,26.57209900200037
air_034a3d5b40d5b1b1_2017-05-28,25.37623957327515
air_034a3d5b40d5b1b1_2017-05-29,16.858564484676165
air_034a3d5b40d5b1b1_2017-05-30,14.287675163260255
air_034a3d5b40d5b1b1_2017-05-31,19.861217296735195
air_036d4f1ee7285390_2017-04-23,21.99415547359262
air_036d4f1ee7285390_2017-04-24,14.150730092910365
air_036d4f1ee7285390_2017-04-25,20.89116540570166
air_036d4f1ee7285390_2017-04-26,26.699591844376933
air_036d4f1ee7285390_2017-04-27,14.97087660328976
air_036d4f1ee7285390_2017-04-28,19.19754641931812
air_036d4f1ee7285390_2017-04-29,16.65944574548523
air_036d4f1ee7285390_2017-04-30,21.993769360507045
air_036d4f1ee7285390_2017-05-01,14.970879769272411
air_036d4f1ee7285390_2017-05-02,22.188651893584655
air_036d4f1ee7285390_2017-05-03,28.59040390462605
air_036d4f1ee7285390_2017-05-04,21.771690677208035
air_036d4f1ee7285390_2017-05-05,16.20420008868764
air_036d4f1ee7285390_2017-05-06,22.821796612582588
air_036d4f1ee7285390_2017-05-07,21.92939533690429
air_036d4f1ee7285390_2017-05-08,14.970596583436247
air_036d4f1ee7285390_2017-05-09,22.18825860773374
air_036d4f1ee7285390_2017-05-10,26.155008602860462
air_036d4f1ee7285390_2017-05-11,15.553719483261911
air_036d4f1ee7285390_2017-05-12,20.46140504516475
air_036d4f1ee7285390_2017-05-13,22.82146731159448
air_036d4f1ee7285390_2017-05-14,21.929009723786617
air_036d4f1ee7285390_2017-05-15,14.970312752448965
air_036d4f1ee7285390_2017-05-16,22.18786328793482
air_036d4f1ee7285390_2017-05-17,26.154487326180686
air_036d4f1ee7285390_2017-05-18,15.553423479322145
air_036d4f1ee7285390_2017-05-19,20.460978686040384
air_036d4f1ee7285390_2017-05-20,22.821139042737215
air_036d4f1ee7285390_2017-05-21,21.928624119586765
air_036d4f1ee7285390_2017-05-22,14.97002958128044
air_036d4f1ee7285390_2017-05-23,22.18746797725464
air_036d4f1ee7285390_2017-05-24,26.153968454131842
air_036d4f1ee7285390_2017-05-25,15.553126792991833
air_036d4f1ee7285390_2017-05-26,20.460552338631246
air_036d4f1ee7285390_2017-05-27,22.820809754330327
air_036d4f1ee7285390_2017-05-28,21.92823951809534
air_036d4f1ee7285390_2017-05-29,14.969745764994212
air_036d4f1ee7285390_2017-05-30,22.187074718571672
air_036d4f1ee7285390_2017-05-31,26.153449595505222
air_0382c794b73b51ad_2017-04-23,33.81042922900822
air_0382c794b73b51ad_2017-04-24,23.845611016447563
air_0382c794b73b51ad_2017-04-25,24.581624193354607
air_0382c794b73b51ad_2017-04-26,19.249787142982406
air_0382c794b73b51ad_2017-04-27,24.181146118323678
air_0382c794b73b51ad_2017-04-28,24.291855470501247
air_0382c794b73b51ad_2017-04-29,35.00612620646849
air_0382c794b73b51ad_2017-04-30,33.8118680183253
air_0382c794b73b51ad_2017-05-01,23.73395278436855
air_0382c794b73b51ad_2017-05-02,24.780261743728815
air_0382c794b73b51ad_2017-05-03,17.27285841446168
air_0382c794b73b51ad_2017-05-04,33.00489684735258
air_0382c794b73b51ad_2017-05-05,29.774195837795396
air_0382c794b73b51ad_2017-05-06,32.5204584463224
air_0382c794b73b51ad_2017-05-07,32.890146621173045
air_0382c794b73b51ad_2017-05-08,23.734980208675992
air_0382c794b73b51ad_2017-05-09,24.78137270554791
air_0382c794b73b51ad_2017-05-10,18.02954152849257
air_0382c794b73b51ad_2017-05-11,24.41689354298113
air_0382c794b73b51ad_2017-05-12,24.278832036721404
air_0382c794b73b51ad_2017-05-13,32.52185451494373
air_0382c794b73b51ad_2017-05-14,32.891526606069036
air_0382c794b73b51ad_2017-05-15,23.950592989963035
air_0382c794b73b51ad_2017-05-16,24.782484738508927
air_0382c794b73b51ad_2017-05-17,18.030233239010553
air_0382c794b73b51ad_2017-05-18,24.41803075652722
air_0382c794b73b51ad_2017-05-19,24.279884294110516
air_0382c794b73b51ad_2017-05-20,32.28878618568594
air_0382c794b73b51ad_2017-05-21,32.8929053917209
air_0382c794b73b51ad_2017-05-22,23.95163496453894
air_0382c794b73b51ad_2017-05-23,24.783596845377204
air_0382c794b73b51ad_2017-05-24,18.0309256516543
air_0382c794b73b51ad_2017-05-25,24.419167022675033
air_0382c794b73b51ad_2017-05-26,24.280936617984317
air_0382c794b73b51ad_2017-05-27,31.963952940053872
air_0382c794b73b51ad_2017-05-28,32.89428684040237
air_0382c794b73b51ad_2017-05-29,23.952676012885178
air_0382c794b73b51ad_2017-05-30,24.78470802865298
air_0382c794b73b51ad_2017-05-31,18.031618107675236
air_03963426c9312048_2017-04-23,11.52494839608773
air_03963426c9312048_2017-04-24,19.463641065225687
air_03963426c9312048_2017-04-25,19.743695174542786
air_03963426c9312048_2017-04-26,28.316235961501263
air_03963426c9312048_2017-04-27,21.33702797823681
air_03963426c9312048_2017-04-28,61.83171225988664
air_03963426c9312048_2017-04-29,53.57670597258251
air_03963426c9312048_2017-04-30,11.443667037510036
air_03963426c9312048_2017-05-01,28.084357594110212
air_03963426c9312048_2017-05-02,24.766113582151423
air_03963426c9312048_2017-05-03,19.131620858090503
air_03963426c9312048_2017-05-04,23.450303241308685
air_03963426c9312048_2017-05-05,51.659595045838984
air_03963426c9312048_2017-05-06,50.706340464489706
air_03963426c9312048_2017-05-07,11.7374070654637
air_03963426c9312048_2017-05-08,23.44238552701809
air_03963426c9312048_2017-05-09,17.78074137408381
air_03963426c9312048_2017-05-10,19.023147246419782
air_03963426c9312048_2017-05-11,19.86583645248443
air_03963426c9312048_2017-05-12,59.210424297322604
air_03963426c9312048_2017-05-13,47.66793598411542
air_03963426c9312048_2017-05-14,12.199312362716181
air_03963426c9312048_2017-05-15,19.79137056238978
air_03963426c9312048_2017-05-16,17.779984259386726
air_03963426c9312048_2017-05-17,19.022468454498153
air_03963426c9312048_2017-05-18,19.864982293252282
air_03963426c9312048_2017-05-19,64.65683078075271
air_03963426c9312048_2017-05-20,47.6664097634428
air_03963426c9312048_2017-05-21,12.199112650142172
air_03963426c9312048_2017-05-22,18.01065683448118
air_03963426c9312048_2017-05-23,17.779226519303258
air_03963426c9312048_2017-05-24,19.02180140246517
air_03963426c9312048_2017-05-25,19.86411407250906
air_03963426c9312048_2017-05-26,62.47045472957356
air_03963426c9312048_2017-05-27,47.66488362191189
air_03963426c9312048_2017-05-28,12.19891294241295
air_03963426c9312048_2017-05-29,18.009890503593546
air_03963426c9312048_2017-05-30,17.778468829847874
air_03963426c9312048_2017-05-31,19.399998439209536
air_04341b588bde96cd_2017-04-23,34.80228311384851
air_04341b588bde96cd_2017-04-24,29.328138095344542
air_04341b588bde96cd_2017-04-25,26.696717319044446
air_04341b588bde96cd_2017-04-26,26.037158952396812
air_04341b588bde96cd_2017-04-27,21.27377992212748
air_04341b588bde96cd_2017-04-28,40.59496986516575
air_04341b588bde96cd_2017-04-29,36.73302795265993
air_04341b588bde96cd_2017-04-30,34.802975283550154
air_04341b588bde96cd_2017-05-01,28.87908266530252
air_04341b588bde96cd_2017-05-02,26.155270955122518
air_04341b588bde96cd_2017-05-03,40.66728470763434
air_04341b588bde96cd_2017-05-04,29.36624577130543
air_04341b588bde96cd_2017-05-05,34.68943019072185
air_04341b588bde96cd_2017-05-06,42.48981343181116
air_04341b588bde96cd_2017-05-07,32.71167729778162
air_04341b588bde96cd_2017-05-08,29.053693343369638
air_04341b588bde96cd_2017-05-09,26.15582920116426
air_04341b588bde96cd_2017-05-10,25.44831323864271
air_04341b588bde96cd_2017-05-11,20.933033033312274
air_04341b588bde96cd_2017-05-12,38.3662654482289
air_04341b588bde96cd_2017-05-13,42.49068577701018
air_04341b588bde96cd_2017-05-14,32.90539787368158
air_04341b588bde96cd_2017-05-15,29.05426750447694
air_04341b588bde96cd_2017-05-16,26.156389575479253
air_04341b588bde96cd_2017-05-17,25.646337224262567
air_04341b588bde96cd_2017-05-18,20.933466332823002
air_04341b588bde96cd_2017-05-19,38.36701832494527
air_04341b588bde96cd_2017-05-20,42.49155474107724
air_04341b588bde96cd_2017-05-21,32.90603238028963
air_04341b588bde96cd_2017-05-22,29.054840561646806
air_04341b588bde96cd_2017-05-23,26.156948912161475
air_04341b588bde96cd_2017-05-24,25.646904994244924
air_04341b588bde96cd_2017-05-25,20.933899645505534
air_04341b588bde96cd_2017-05-26,38.36777417714073
air_04341b588bde96cd_2017-05-27,42.4924271394176
air_04341b588bde96cd_2017-05-28,32.90666939456076
air_04341b588bde96cd_2017-05-29,29.055413636271098
air_04341b588bde96cd_2017-05-30,26.157507211111472
air_04341b588bde96cd_2017-05-31,25.64747378309554
air_049f6d5b402a31b2_2017-04-23,4.297969434071665
air_049f6d5b402a31b2_2017-04-24,9.343293055661517
air_049f6d5b402a31b2_2017-04-25,9.144834870571177
air_049f6d5b402a31b2_2017-04-26,10.259550557314103
air_049f6d5b402a31b2_2017-04-27,9.391474495976588
air_049f6d5b402a31b2_2017-04-28,13.805721299294758
air_049f6d5b402a31b2_2017-04-29,18.62013335065545
air_049f6d5b402a31b2_2017-04-30,4.298064612318742
air_049f6d5b402a31b2_2017-05-01,8.856481371753993
air_049f6d5b402a31b2_2017-05-02,8.868580344734232
air_049f6d5b402a31b2_2017-05-03,15.44946132869499
air_049f6d5b402a31b2_2017-05-04,14.046598733881266
air_049f6d5b402a31b2_2017-05-05,15.176380750297788
air_049f6d5b402a31b2_2017-05-06,20.182204152887635
air_049f6d5b402a31b2_2017-05-07,4.254739250338462
air_049f6d5b402a31b2_2017-05-08,8.856761539916592
air_049f6d5b402a31b2_2017-05-09,8.868891662073214
air_049f6d5b402a31b2_2017-05-10,10.222005397237893
air_049f6d5b402a31b2_2017-05-11,9.27127059510523
air_049f6d5b402a31b2_2017-05-12,13.27012664708031
air_049f6d5b402a31b2_2017-05-13,20.182655567968176
air_049f6d5b402a31b2_2017-05-14,4.349190359910816
air_049f6d5b402a31b2_2017-05-15,8.857041324734615
air_049f6d5b402a31b2_2017-05-16,8.869203431690064
air_049f6d5b402a31b2_2017-05-17,10.222323876451814
air_049f6d5b402a31b2_2017-05-18,9.271577569587674
air_049f6d5b402a31b2_2017-05-19,13.270515108970422
air_049f6d5b402a31b2_2017-05-20,20.18310699687884
air_049f6d5b402a31b2_2017-05-21,4.349286771586799
air_049f6d5b402a31b2_2017-05-22,8.857322306963875
air_049f6d5b402a31b2_2017-05-23,8.58732504425566
air_049f6d5b402a31b2_2017-05-24,9.933973062071107
air_049f6d5b402a31b2_2017-05-25,8.993250575006634
air_049f6d5b402a31b2_2017-05-26,13.270902437148111
air_049f6d5b402a31b2_2017-05-27,20.18355756131335
air_049f6d5b402a31b2_2017-05-28,4.3493833049101225
air_049f6d5b402a31b2_2017-05-29,8.857602510664888
air_049f6d5b402a31b2_2017-05-30,8.587624053242799
air_049f6d5b402a31b2_2017-05-31,9.934279368869728
air_04cae7c1bc9b2a0b_2017-04-23,17.837514748611294
air_04cae7c1bc9b2a0b_2017-04-24,7.805208167993795
air_04cae7c1bc9b2a0b_2017-04-25,18.505261107967677
air_04cae7c1bc9b2a0b_2017-04-26,14.603990802951051
air_04cae7c1bc9b2a0b_2017-04-27,13.059019220312507
air_04cae7c1bc9b2a0b_2017-04-28,22.8159366271887
air_04cae7c1bc9b2a0b_2017-04-29,25.79635906693126
air_04cae7c1bc9b2a0b_2017-04-30,17.741008306005256
air_04cae7c1bc9b2a0b_2017-05-01,7.97570510730624
air_04cae7c1bc9b2a0b_2017-05-02,12.935545146196283
air_04cae7c1bc9b2a0b_2017-05-03,21.385999361432866
air_04cae7c1bc9b2a0b_2017-05-04,31.226272337486858
air_04cae7c1bc9b2a0b_2017-05-05,33.316003032186856
air_04cae7c1bc9b2a0b_2017-05-06,27.529115929803424
air_04cae7c1bc9b2a0b_2017-05-07,17.50524544227462
air_04cae7c1bc9b2a0b_2017-05-08,7.976062985408973
air_04cae7c1bc9b2a0b_2017-05-09,12.936212596320182
air_04cae7c1bc9b2a0b_2017-05-10,14.795246627734375
air_04cae7c1bc9b2a0b_2017-05-11,13.740829633834611
air_04cae7c1bc9b2a0b_2017-05-12,22.972576622901475
air_04cae7c1bc9b2a0b_2017-05-13,27.530050834991698
air_04cae7c1bc9b2a0b_2017-05-14,17.909082392291374
air_04cae7c1bc9b2a0b_2017-05-15,7.976420596162015
air_04cae7c1bc9b2a0b_2017-05-16,12.936880098681371
air_04cae7c1bc9b2a0b_2017-05-17,14.796100702466742
air_04cae7c1bc9b2a0b_2017-05-18,13.741602445730496
air_04cae7c1bc9b2a0b_2017-05-19,22.973393485573325
air_04cae7c1bc9b2a0b_2017-05-20,30.580000459190266
air_04cae7c1bc9b2a0b_2017-05-21,17.909966301798196
air_04cae7c1bc9b2a0b_2017-05-22,7.912902489403235
air_04cae7c1bc9b2a0b_2017-05-23,12.937546636405514
air_04cae7c1bc9b2a0b_2017-05-24,14.796956046233044
air_04cae7c1bc9b2a0b_2017-05-25,13.742375318109698
air_04cae7c1bc9b2a0b_2017-05-26,22.974211201786254
air_04cae7c1bc9b2a0b_2017-05-27,27.53192081572724
air_04cae7c1bc9b2a0b_2017-05-28,17.91085101401825
air_04cae7c1bc9b2a0b_2017-05-29,7.9132555108703215
air_04cae7c1bc9b2a0b_2017-05-30,13.187848267604512
air_04cae7c1bc9b2a0b_2017-05-31,14.797810266469499
air_0585011fa179bcce_2017-04-23,5.580245292429971
air_0585011fa179bcce_2017-04-24,4.7819300994403635
air_0585011fa179bcce_2017-04-25,3.1600249263015083
air_0585011fa179bcce_2017-04-26,5.3709527617674855
air_0585011fa179bcce_2017-04-27,5.790904276769065
air_0585011fa179bcce_2017-04-28,4.908719989773516
air_0585011fa179bcce_2017-04-29,7.917989917947145
air_0585011fa179bcce_2017-04-30,5.580557146460752
air_0585011fa179bcce_2017-05-01,4.812863267081853
air_0585011fa179bcce_2017-05-02,3.3381744155785036
air_0585011fa179bcce_2017-05-03,8.928526549804193
air_0585011fa179bcce_2017-05-04,7.182770439945646
air_0585011fa179bcce_2017-05-05,8.259532035391983
air_0585011fa179bcce_2017-05-06,7.405488337285382
air_0585011fa179bcce_2017-05-07,5.724844881377008
air_0585011fa179bcce_2017-05-08,4.813142219926229
air_0585011fa179bcce_2017-05-09,3.3382587330954285
air_0585011fa179bcce_2017-05-10,5.633765205187971
air_0585011fa179bcce_2017-05-11,5.918811413111244
air_0585011fa179bcce_2017-05-12,5.304222065216044
air_0585011fa179bcce_2017-05-13,7.4057296784124595
air_0585011fa179bcce_2017-05-14,5.725165676422775
air_0585011fa179bcce_2017-05-15,4.81342119031252
air_0585011fa179bcce_2017-05-16,3.3383431454602714
air_0585011fa179bcce_2017-05-17,5.634069664326492
air_0585011fa179bcce_2017-05-18,5.919117304925836
air_0585011fa179bcce_2017-05-19,5.304347072122486
air_0585011fa179bcce_2017-05-20,7.405970677577095
air_0585011fa179bcce_2017-05-21,5.725486643754137
air_0585011fa179bcce_2017-05-22,4.813700046015907
air_0585011fa179bcce_2017-05-23,3.33842746755826
air_0585011fa179bcce_2017-05-24,5.634373853996814
air_0585011fa179bcce_2017-05-25,5.919423215976398
air_0585011fa179bcce_2017-05-26,5.304472219794992
air_0585011fa179bcce_2017-05-27,7.406212038426886
air_0585011fa179bcce_2017-05-28,5.725807631269491
air_0585011fa179bcce_2017-05-29,4.8139791837152615
air_0585011fa179bcce_2017-05-30,3.33851160681822
air_0585011fa179bcce_2017-05-31,5.715579873764979
air_05c325d315cc17f5_2017-04-23,29.77657845765956
air_05c325d315cc17f5_2017-04-24,20.895879781968148
air_05c325d315cc17f5_2017-04-25,22.954850540303884
air_05c325d315cc17f5_2017-04-26,22.46649643573782
air_05c325d315cc17f5_2017-04-27,22.0345251674198
air_05c325d315cc17f5_2017-04-28,24.04581263202557
air_05c325d315cc17f5_2017-04-29,33.61181212671458
air_05c325d315cc17f5_2017-04-30,29.402774792436986
air_05c325d315cc17f5_2017-05-01,20.583609578321983
air_05c325d315cc17f5_2017-05-02,22.416969322546127
air_05c325d315cc17f5_2017-05-03,28.4705393805865
air_05c325d315cc17f5_2017-05-04,29.851998157955865
air_05c325d315cc17f5_2017-05-05,30.982278473843962
air_05c325d315cc17f5_2017-05-06,30.807994718475214
air_05c325d315cc17f5_2017-05-07,28.154359617907367
air_05c325d315cc17f5_2017-05-08,20.584279130369957
air_05c325d315cc17f5_2017-05-09,22.417718952434424
air_05c325d315cc17f5_2017-05-10,22.436211358622685
air_05c325d315cc17f5_2017-05-11,21.583336087668098
air_05c325d315cc17f5_2017-05-12,23.967038990346257
air_05c325d315cc17f5_2017-05-13,30.80865280724529
air_05c325d315cc17f5_2017-05-14,28.154963014774445
air_05c325d315cc17f5_2017-05-15,20.584948712190275
air_05c325d315cc17f5_2017-05-16,22.418467610723003
air_05c325d315cc17f5_2017-05-17,22.436950357410808
air_05c325d315cc17f5_2017-05-18,21.408471768548907
