,air_store_id,visit_datetime,reserve_visitors
67,air_00a91d42b08b08d9,2017-01-06 00:00:00+00:00,
68,air_00a91d42b08b08d9,2017-01-07 00:00:00+00:00,
69,air_00a91d42b08b08d9,2017-01-08 00:00:00+00:00,
70,air_00a91d42b08b08d9,2017-01-09 00:00:00+00:00,
71,air_00a91d42b08b08d9,2017-01-10 00:00:00+00:00,
72,air_00a91d42b08b08d9,2017-01-11 00:00:00+00:00,
73,air_00a91d42b08b08d9,2017-01-12 00:00:00+00:00,
74,air_00a91d42b08b08d9,2017-01-13 00:00:00+00:00,
75,air_00a91d42b08b08d9,2017-01-14 00:00:00+00:00,
76,air_00a91d42b08b08d9,2017-01-15 00:00:00+00:00,
77,air_00a91d42b08b08d9,2017-01-16 00:00:00+00:00,
78,air_00a91d42b08b08d9,2017-01-17 00:00:00+00:00,
79,air_00a91d42b08b08d9,2017-01-18 00:00:00+00:00,
80,air_00a91d42b08b08d9,2017-01-19 00:00:00+00:00,
81,air_00a91d42b08b08d9,2017-01-20 00:00:00+00:00,
82,air_00a91d42b08b08d9,2017-01-21 00:00:00+00:00,
83,air_00a91d42b08b08d9,2017-01-22 00:00:00+00:00,
84,air_00a91d42b08b08d9,2017-01-23 00:00:00+00:00,
85,air_00a91d42b08b08d9,2017-01-24 00:00:00+00:00,
86,air_00a91d42b08b08d9,2017-01-25 00:00:00+00:00,
87,air_00a91d42b08b08d9,2017-01-26 00:00:00+00:00,
88,air_00a91d42b08b08d9,2017-01-27 00:00:00+00:00,
89,air_00a91d42b08b08d9,2017-01-28 00:00:00+00:00,
90,air_00a91d42b08b08d9,2017-01-29 00:00:00+00:00,
91,air_00a91d42b08b08d9,2017-01-30 00:00:00+00:00,
92,air_00a91d42b08b08d9,2017-01-31 00:00:00+00:00,
93,air_00a91d42b08b08d9,2017-02-01 00:00:00+00:00,
94,air_00a91d42b08b08d9,2017-02-02 00:00:00+00:00,
95,air_00a91d42b08b08d9,2017-02-03 00:00:00+00:00,
96,air_00a91d42b08b08d9,2017-02-04 00:00:00+00:00,
97,air_00a91d42b08b08d9,2017-02-05 00:00:00+00:00,
98,air_00a91d42b08b08d9,2017-02-06 00:00:00+00:00,
99,air_00a91d42b08b08d9,2017-02-07 00:00:00+00:00,
100,air_00a91d42b08b08d9,2017-02-08 00:00:00+00:00,
101,air_00a91d42b08b08d9,2017-02-09 00:00:00+00:00,
102,air_00a91d42b08b08d9,2017-02-10 00:00:00+00:00,
103,air_00a91d42b08b08d9,2017-02-11 00:00:00+00:00,
104,air_00a91d42b08b08d9,2017-02-12 00:00:00+00:00,
105,air_00a91d42b08b08d9,2017-02-13 00:00:00+00:00,
106,air_00a91d42b08b08d9,2017-02-14 00:00:00+00:00,
107,air_00a91d42b08b08d9,2017-02-15 00:00:00+00:00,
108,air_00a91d42b08b08d9,2017-02-16 00:00:00+00:00,
109,air_00a91d42b08b08d9,2017-02-17 00:00:00+00:00,
110,air_00a91d42b08b08d9,2017-02-18 00:00:00+00:00,9.0
111,air_00a91d42b08b08d9,2017-02-19 00:00:00+00:00,
112,air_00a91d42b08b08d9,2017-02-20 00:00:00+00:00,
113,air_00a91d42b08b08d9,2017-02-21 00:00:00+00:00,
114,air_00a91d42b08b08d9,2017-02-22 00:00:00+00:00,
115,air_00a91d42b08b08d9,2017-02-23 00:00:00+00:00,12.0
116,air_00a91d42b08b08d9,2017-02-24 00:00:00+00:00,
117,air_00a91d42b08b08d9,2017-02-25 00:00:00+00:00,
118,air_00a91d42b08b08d9,2017-02-26 00:00:00+00:00,
119,air_00a91d42b08b08d9,2017-02-27 00:00:00+00:00,
120,air_00a91d42b08b08d9,2017-02-28 00:00:00+00:00,
121,air_00a91d42b08b08d9,2017-03-01 00:00:00+00:00,3.0
122,air_00a91d42b08b08d9,2017-03-02 00:00:00+00:00,
123,air_00a91d42b08b08d9,2017-03-03 00:00:00+00:00,
124,air_00a91d42b08b08d9,2017-03-04 00:00:00+00:00,
125,air_00a91d42b08b08d9,2017-03-05 00:00:00+00:00,
126,air_00a91d42b08b08d9,2017-03-06 00:00:00+00:00,
127,air_00a91d42b08b08d9,2017-03-07 00:00:00+00:00,
128,air_00a91d42b08b08d9,2017-03-08 00:00:00+00:00,
129,air_00a91d42b08b08d9,2017-03-09 00:00:00+00:00,
130,air_00a91d42b08b08d9,2017-03-10 00:00:00+00:00,
131,air_00a91d42b08b08d9,2017-03-11 00:00:00+00:00,
132,air_00a91d42b08b08d9,2017-03-12 00:00:00+00:00,
133,air_00a91d42b08b08d9,2017-03-13 00:00:00+00:00,
134,air_00a91d42b08b08d9,2017-03-14 00:00:00+00:00,4.0
135,air_00a91d42b08b08d9,2017-03-15 00:00:00+00:00,
136,air_00a91d42b08b08d9,2017-03-16 00:00:00+00:00,
137,air_00a91d42b08b08d9,2017-03-17 00:00:00+00:00,
138,air_00a91d42b08b08d9,2017-03-18 00:00:00+00:00,
139,air_00a91d42b08b08d9,2017-03-19 00:00:00+00:00,
140,air_00a91d42b08b08d9,2017-03-20 00:00:00+00:00,
141,air_00a91d42b08b08d9,2017-03-21 00:00:00+00:00,3.0
142,air_00a91d42b08b08d9,2017-03-22 00:00:00+00:00,
143,air_00a91d42b08b08d9,2017-03-23 00:00:00+00:00,
144,air_00a91d42b08b08d9,2017-03-24 00:00:00+00:00,2.0
145,air_00a91d42b08b08d9,2017-03-25 00:00:00+00:00,
146,air_00a91d42b08b08d9,2017-03-26 00:00:00+00:00,
147,air_00a91d42b08b08d9,2017-03-27 00:00:00+00:00,
148,air_00a91d42b08b08d9,2017-03-28 00:00:00+00:00,
149,air_00a91d42b08b08d9,2017-03-29 00:00:00+00:00,
150,air_00a91d42b08b08d9,2017-03-30 00:00:00+00:00,
151,air_00a91d42b08b08d9,2017-03-31 00:00:00+00:00,
152,air_00a91d42b08b08d9,2017-04-01 00:00:00+00:00,
153,air_00a91d42b08b08d9,2017-04-02 00:00:00+00:00,
154,air_00a91d42b08b08d9,2017-04-03 00:00:00+00:00,
155,air_00a91d42b08b08d9,2017-04-04 00:00:00+00:00,2.0
156,air_0164b9927d20bcc3,2016-10-28 00:00:00+00:00,12.0
157,air_0164b9927d20bcc3,2016-10-29 00:00:00+00:00,
158,air_0164b9927d20bcc3,2016-10-30 00:00:00+00:00,
159,air_0164b9927d20bcc3,2016-10-31 00:00:00+00:00,
160,air_0164b9927d20bcc3,2016-11-01 00:00:00+00:00,10.0
161,air_0164b9927d20bcc3,2016-11-02 00:00:00+00:00,3.0
162,air_0164b9927d20bcc3,2016-11-03 00:00:00+00:00,
163,air_0164b9927d20bcc3,2016-11-04 00:00:00+00:00,
164,air_0164b9927d20bcc3,2016-11-05 00:00:00+00:00,
165,air_0164b9927d20bcc3,2016-11-06 00:00:00+00:00,
166,air_0164b9927d20bcc3,2016-11-07 00:00:00+00:00,
167,air_0164b9927d20bcc3,2016-11-08 00:00:00+00:00,9.0
168,air_0164b9927d20bcc3,2016-11-09 00:00:00+00:00,
169,air_0164b9927d20bcc3,2016-11-10 00:00:00+00:00,6.0
170,air_0164b9927d20bcc3,2016-11-11 00:00:00+00:00,4.0
171,air_0164b9927d20bcc3,2016-11-12 00:00:00+00:00,
172,air_0164b9927d20bcc3,2016-11-13 00:00:00+00:00,
173,air_0164b9927d20bcc3,2016-11-14 00:00:00+00:00,17.0
174,air_0164b9927d20bcc3,2016-11-15 00:00:00+00:00,3.0
175,air_0164b9927d20bcc3,2016-11-16 00:00:00+00:00,2.0
176,air_0164b9927d20bcc3,2016-11-17 00:00:00+00:00,
177,air_0164b9927d20bcc3,2016-11-18 00:00:00+00:00,13.0
178,air_0164b9927d20bcc3,2016-11-19 00:00:00+00:00,
179,air_0164b9927d20bcc3,2016-11-20 00:00:00+00:00,
180,air_0164b9927d20bcc3,2016-11-21 00:00:00+00:00,3.0
181,air_0164b9927d20bcc3,2016-11-22 00:00:00+00:00,9.0
182,air_0164b9927d20bcc3,2016-11-23 00:00:00+00:00,
183,air_0164b9927d20bcc3,2016-11-24 00:00:00+00:00,2.0
184,air_0164b9927d20bcc3,2016-11-25 00:00:00+00:00,
185,air_0164b9927d20bcc3,2016-11-26 00:00:00+00:00,10.0
186,air_0164b9927d20bcc3,2016-11-27 00:00:00+00:00,
187,air_0164b9927d20bcc3,2016-11-28 00:00:00+00:00,2.0
188,air_0164b9927d20bcc3,2016-11-29 00:00:00+00:00,
189,air_0164b9927d20bcc3,2016-11-30 00:00:00+00:00,
190,air_0164b9927d20bcc3,2016-12-01 00:00:00+00:00,
191,air_0164b9927d20bcc3,2016-12-02 00:00:00+00:00,3.0
192,air_0164b9927d20bcc3,2016-12-03 00:00:00+00:00,
193,air_0164b9927d20bcc3,2016-12-04 00:00:00+00:00,
194,air_0164b9927d20bcc3,2016-12-05 00:00:00+00:00,4.0
195,air_0164b9927d20bcc3,2016-12-06 00:00:00+00:00,2.0
196,air_0164b9927d20bcc3,2016-12-07 00:00:00+00:00,2.0
197,air_0164b9927d20bcc3,2016-12-08 00:00:00+00:00,9.0
198,air_0164b9927d20bcc3,2016-12-09 00:00:00+00:00,
199,air_0164b9927d20bcc3,2016-12-10 00:00:00+00:00,
200,air_0164b9927d20bcc3,2016-12-11 00:00:00+00:00,
201,air_0164b9927d20bcc3,2016-12-12 00:00:00+00:00,
202,air_0164b9927d20bcc3,2016-12-13 00:00:00+00:00,
203,air_0164b9927d20bcc3,2016-12-14 00:00:00+00:00,2.0
204,air_0164b9927d20bcc3,2016-12-15 00:00:00+00:00,15.0
205,air_0164b9927d20bcc3,2016-12-16 00:00:00+00:00,6.0
206,air_0164b9927d20bcc3,2016-12-17 00:00:00+00:00,
207,air_0164b9927d20bcc3,2016-12-18 00:00:00+00:00,
208,air_0164b9927d20bcc3,2016-12-19 00:00:00+00:00,2.0
209,air_0164b9927d20bcc3,2016-12-20 00:00:00+00:00,
210,air_0164b9927d20bcc3,2016-12-21 00:00:00+00:00,2.0
211,air_0164b9927d20bcc3,2016-12-22 00:00:00+00:00,7.0
212,air_0164b9927d20bcc3,2016-12-23 00:00:00+00:00,2.0
213,air_0164b9927d20bcc3,2016-12-24 00:00:00+00:00,
214,air_0164b9927d20bcc3,2016-12-25 00:00:00+00:00,
215,air_0164b9927d20bcc3,2016-12-26 00:00:00+00:00,2.0
216,air_0164b9927d20bcc3,2016-12-27 00:00:00+00:00,3.0
217,air_0164b9927d20bcc3,2016-12-28 00:00:00+00:00,
218,air_0164b9927d20bcc3,2016-12-29 00:00:00+00:00,
219,air_0164b9927d20bcc3,2016-12-30 00:00:00+00:00,
220,air_0164b9927d20bcc3,2016-12-31 00:00:00+00:00,
221,air_0164b9927d20bcc3,2017-01-01 00:00:00+00:00,
222,air_0164b9927d20bcc3,2017-01-02 00:00:00+00:00,
223,air_0164b9927d20bcc3,2017-01-03 00:00:00+00:00,
224,air_0164b9927d20bcc3,2017-01-04 00:00:00+00:00,
225,air_0164b9927d20bcc3,2017-01-05 00:00:00+00:00,
226,air_0164b9927d20bcc3,2017-01-06 00:00:00+00:00,3.0
227,air_0164b9927d20bcc3,2017-01-07 00:00:00+00:00,
228,air_0164b9927d20bcc3,2017-01-08 00:00:00+00:00,
229,air_0164b9927d20bcc3,2017-01-09 00:00:00+00:00,
230,air_0164b9927d20bcc3,2017-01-10 00:00:00+00:00,
231,air_0164b9927d20bcc3,2017-01-11 00:00:00+00:00,
232,air_0164b9927d20bcc3,2017-01-12 00:00:00+00:00,10.0
233,air_0164b9927d20bcc3,2017-01-13 00:00:00+00:00,2.0
234,air_0164b9927d20bcc3,2017-01-14 00:00:00+00:00,9.0
235,air_0164b9927d20bcc3,2017-01-15 00:00:00+00:00,
236,air_0164b9927d20bcc3,2017-01-16 00:00:00+00:00,6.0
237,air_0164b9927d20bcc3,2017-01-17 00:00:00+00:00,6.0
238,air_0164b9927d20bcc3,2017-01-18 00:00:00+00:00,
239,air_0164b9927d20bcc3,2017-01-19 00:00:00+00:00,2.0
240,air_0164b9927d20bcc3,2017-01-20 00:00:00+00:00,2.0
241,air_0164b9927d20bcc3,2017-01-21 00:00:00+00:00,
242,air_0164b9927d20bcc3,2017-01-22 00:00:00+00:00,
243,air_0164b9927d20bcc3,2017-01-23 00:00:00+00:00,11.0
244,air_0164b9927d20bcc3,2017-01-24 00:00:00+00:00,5.0
245,air_0164b9927d20bcc3,2017-01-25 00:00:00+00:00,2.0
246,air_0164b9927d20bcc3,2017-01-26 00:00:00+00:00,16.0
247,air_0164b9927d20bcc3,2017-01-27 00:00:00+00:00,1.0
248,air_0164b9927d20bcc3,2017-01-28 00:00:00+00:00,
249,air_0164b9927d20bcc3,2017-01-29 00:00:00+00:00,
250,air_0164b9927d20bcc3,2017-01-30 00:00:00+00:00,
251,air_0164b9927d20bcc3,2017-01-31 00:00:00+00:00,13.0
252,air_0164b9927d20bcc3,2017-02-01 00:00:00+00:00,8.0
253,air_0164b9927d20bcc3,2017-02-02 00:00:00+00:00,
254,air_0164b9927d20bcc3,2017-02-03 00:00:00+00:00,
255,air_0164b9927d20bcc3,2017-02-04 00:00:00+00:00,
256,air_0164b9927d20bcc3,2017-02-05 00:00:00+00:00,
257,air_0164b9927d20bcc3,2017-02-06 00:00:00+00:00,4.0
258,air_0164b9927d20bcc3,2017-02-07 00:00:00+00:00,10.0
259,air_0164b9927d20bcc3,2017-02-08 00:00:00+00:00,5.0
260,air_0164b9927d20bcc3,2017-02-09 00:00:00+00:00,13.0
261,air_0164b9927d20bcc3,2017-02-10 00:00:00+00:00,5.0
262,air_0164b9927d20bcc3,2017-02-11 00:00:00+00:00,
263,air_0164b9927d20bcc3,2017-02-12 00:00:00+00:00,
264,air_0164b9927d20bcc3,2017-02-13 00:00:00+00:00,
265,air_0164b9927d20bcc3,2017-02-14 00:00:00+00:00,
266,air_0164b9927d20bcc3,2017-02-15 00:00:00+00:00,2.0
267,air_0164b9927d20bcc3,2017-02-16 00:00:00+00:00,
268,air_0164b9927d20bcc3,2017-02-17 00:00:00+00:00,
269,air_0164b9927d20bcc3,2017-02-18 00:00:00+00:00,9.0
270,air_0164b9927d20bcc3,2017-02-19 00:00:00+00:00,
271,air_0164b9927d20bcc3,2017-02-20 00:00:00+00:00,1.0
272,air_0164b9927d20bcc3,2017-02-21 00:00:00+00:00,6.0
273,air_0164b9927d20bcc3,2017-02-22 00:00:00+00:00,
274,air_0164b9927d20bcc3,2017-02-23 00:00:00+00:00,
275,air_0164b9927d20bcc3,2017-02-24 00:00:00+00:00,4.0
276,air_0164b9927d20bcc3,2017-02-25 00:00:00+00:00,
277,air_0164b9927d20bcc3,2017-02-26 00:00:00+00:00,
278,air_0164b9927d20bcc3,2017-02-27 00:00:00+00:00,2.0
279,air_0164b9927d20bcc3,2017-02-28 00:00:00+00:00,2.0
280,air_0164b9927d20bcc3,2017-03-01 00:00:00+00:00,4.0
281,air_0164b9927d20bcc3,2017-03-02 00:00:00+00:00,6.0
282,air_0164b9927d20bcc3,2017-03-03 00:00:00+00:00,3.0
283,air_0164b9927d20bcc3,2017-03-04 00:00:00+00:00,
284,air_0164b9927d20bcc3,2017-03-05 00:00:00+00:00,
285,air_0164b9927d20bcc3,2017-03-06 00:00:00+00:00,4.0
286,air_0164b9927d20bcc3,2017-03-07 00:00:00+00:00,3.0
287,air_0164b9927d20bcc3,2017-03-08 00:00:00+00:00,6.0
288,air_0164b9927d20bcc3,2017-03-09 00:00:00+00:00,
289,air_0164b9927d20bcc3,2017-03-10 00:00:00+00:00,6.0
290,air_0164b9927d20bcc3,2017-03-11 00:00:00+00:00,
291,air_0164b9927d20bcc3,2017-03-12 00:00:00+00:00,
292,air_0164b9927d20bcc3,2017-03-13 00:00:00+00:00,11.0
293,air_0164b9927d20bcc3,2017-03-14 00:00:00+00:00,6.0
294,air_0164b9927d20bcc3,2017-03-15 00:00:00+00:00,
295,air_0164b9927d20bcc3,2017-03-16 00:00:00+00:00,
296,air_0164b9927d20bcc3,2017-03-17 00:00:00+00:00,9.0
297,air_0164b9927d20bcc3,2017-03-18 00:00:00+00:00,
298,air_0164b9927d20bcc3,2017-03-19 00:00:00+00:00,
299,air_0164b9927d20bcc3,2017-03-20 00:00:00+00:00,
300,air_0164b9927d20bcc3,2017-03-21 00:00:00+00:00,
301,air_0164b9927d20bcc3,2017-03-22 00:00:00+00:00,11.0
302,air_0164b9927d20bcc3,2017-03-23 00:00:00+00:00,
303,air_0164b9927d20bcc3,2017-03-24 00:00:00+00:00,14.0
304,air_0164b9927d20bcc3,2017-03-25 00:00:00+00:00,
305,air_0164b9927d20bcc3,2017-03-26 00:00:00+00:00,
306,air_0164b9927d20bcc3,2017-03-27 00:00:00+00:00,8.0
307,air_0164b9927d20bcc3,2017-03-28 00:00:00+00:00,2.0
308,air_0164b9927d20bcc3,2017-03-29 00:00:00+00:00,4.0
309,air_0164b9927d20bcc3,2017-03-30 00:00:00+00:00,8.0
310,air_0164b9927d20bcc3,2017-03-31 00:00:00+00:00,4.0
311,air_0164b9927d20bcc3,2017-04-01 00:00:00+00:00,
312,air_0164b9927d20bcc3,2017-04-02 00:00:00+00:00,
313,air_0164b9927d20bcc3,2017-04-03 00:00:00+00:00,8.0
314,air_0164b9927d20bcc3,2017-04-04 00:00:00+00:00,
315,air_0164b9927d20bcc3,2017-04-05 00:00:00+00:00,10.0
316,air_0164b9927d20bcc3,2017-04-06 00:00:00+00:00,
317,air_0164b9927d20bcc3,2017-04-07 00:00:00+00:00,
318,air_0164b9927d20bcc3,2017-04-08 00:00:00+00:00,
319,air_0164b9927d20bcc3,2017-04-09 00:00:00+00:00,
320,air_0164b9927d20bcc3,2017-04-10 00:00:00+00:00,
321,air_0164b9927d20bcc3,2017-04-11 00:00:00+00:00,
322,air_0164b9927d20bcc3,2017-04-12 00:00:00+00:00,1.0
323,air_0164b9927d20bcc3,2017-04-13 00:00:00+00:00,9.0
324,air_0164b9927d20bcc3,2017-04-14 00:00:00+00:00,
325,air_0164b9927d20bcc3,2017-04-15 00:00:00+00:00,
326,air_0164b9927d20bcc3,2017-04-16 00:00:00+00:00,
327,air_0164b9927d20bcc3,2017-04-17 00:00:00+00:00,
328,air_0164b9927d20bcc3,2017-04-18 00:00:00+00:00,
329,air_0164b9927d20bcc3,2017-04-19 00:00:00+00:00,
330,air_0164b9927d20bcc3,2017-04-20 00:00:00+00:00,
331,air_0164b9927d20bcc3,2017-04-21 00:00:00+00:00,26.0
332,air_0164b9927d20bcc3,2017-04-22 00:00:00+00:00,
333,air_0164b9927d20bcc3,2017-04-23 00:00:00+00:00,
334,air_0164b9927d20bcc3,2017-04-24 00:00:00+00:00,
335,air_0164b9927d20bcc3,2017-04-25 00:00:00+00:00,3.0
336,air_0164b9927d20bcc3,2017-04-26 00:00:00+00:00,2.0
337,air_0164b9927d20bcc3,2017-04-27 00:00:00+00:00,4.0
338,air_0164b9927d20bcc3,2017-04-28 00:00:00+00:00,
339,air_0164b9927d20bcc3,2017-04-29 00:00:00+00:00,
340,air_0164b9927d20bcc3,2017-04-30 00:00:00+00:00,
341,air_0164b9927d20bcc3,2017-05-01 00:00:00+00:00,3.0
342,air_0164b9927d20bcc3,2017-05-02 00:00:00+00:00,2.0
343,air_0164b9927d20bcc3,2017-05-03 00:00:00+00:00,
344,air_0164b9927d20bcc3,2017-05-04 00:00:00+00:00,
345,air_0164b9927d20bcc3,2017-05-05 00:00:00+00:00,2.0
346,air_0164b9927d20bcc3,2017-05-06 00:00:00+00:00,
347,air_0164b9927d20bcc3,2017-05-07 00:00:00+00:00,
348,air_0164b9927d20bcc3,2017-05-08 00:00:00+00:00,
349,air_0164b9927d20bcc3,2017-05-09 00:00:00+00:00,3.0
350,air_0164b9927d20bcc3,2017-05-10 00:00:00+00:00,
351,air_0164b9927d20bcc3,2017-05-11 00:00:00+00:00,
352,air_0164b9927d20bcc3,2017-05-12 00:00:00+00:00,
353,air_0164b9927d20bcc3,2017-05-13 00:00:00+00:00,10.0
354,air_034a3d5b40d5b1b1,2016-10-29 00:00:00+00:00,3.0
355,air_034a3d5b40d5b1b1,2016-10-30 00:00:00+00:00,
356,air_034a3d5b40d5b1b1,2016-10-31 00:00:00+00:00,
357,air_034a3d5b40d5b1b1,2016-11-01 00:00:00+00:00,
358,air_034a3d5b40d5b1b1,2016-11-02 00:00:00+00:00,2.0
359,air_034a3d5b40d5b1b1,2016-11-03 00:00:00+00:00,
360,air_034a3d5b40d5b1b1,2016-11-04 00:00:00+00:00,
361,air_034a3d5b40d5b1b1,2016-11-05 00:00:00+00:00,4.0
362,air_034a3d5b40d5b1b1,2016-11-06 00:00:00+00:00,
363,air_034a3d5b40d5b1b1,2016-11-07 00:00:00+00:00,
364,air_034a3d5b40d5b1b1,2016-11-08 00:00:00+00:00,
365,air_034a3d5b40d5b1b1,2016-11-09 00:00:00+00:00,
366,air_034a3d5b40d5b1b1,2016-11-10 00:00:00+00:00,2.0
367,air_034a3d5b40d5b1b1,2016-11-11 00:00:00+00:00,
368,air_034a3d5b40d5b1b1,2016-11-12 00:00:00+00:00,2.0
369,air_034a3d5b40d5b1b1,2016-11-13 00:00:00+00:00,
370,air_034a3d5b40d5b1b1,2016-11-14 00:00:00+00:00,
371,air_034a3d5b40d5b1b1,2016-11-15 00:00:00+00:00,
372,air_034a3d5b40d5b1b1,2016-11-16 00:00:00+00:00,
373,air_034a3d5b40d5b1b1,2016-11-17 00:00:00+00:00,
374,air_034a3d5b40d5b1b1,2016-11-18 00:00:00+00:00,
375,air_034a3d5b40d5b1b1,2016-11-19 00:00:00+00:00,
376,air_034a3d5b40d5b1b1,2016-11-20 00:00:00+00:00,
377,air_034a3d5b40d5b1b1,2016-11-21 00:00:00+00:00,
378,air_034a3d5b40d5b1b1,2016-11-22 00:00:00+00:00,
379,air_034a3d5b40d5b1b1,2016-11-23 00:00:00+00:00,
380,air_034a3d5b40d5b1b1,2016-11-24 00:00:00+00:00,
381,air_034a3d5b40d5b1b1,2016-11-25 00:00:00+00:00,
382,air_034a3d5b40d5b1b1,2016-11-26 00:00:00+00:00,
383,air_034a3d5b40d5b1b1,2016-11-27 00:00:00+00:00,
384,air_034a3d5b40d5b1b1,2016-11-28 00:00:00+00:00,
385,air_034a3d5b40d5b1b1,2016-11-29 00:00:00+00:00,
386,air_034a3d5b40d5b1b1,2016-11-30 00:00:00+00:00,
387,air_034a3d5b40d5b1b1,2016-12-01 00:00:00+00:00,
388,air_034a3d5b40d5b1b1,2016-12-02 00:00:00+00:00,
389,air_034a3d5b40d5b1b1,2016-12-03 00:00:00+00:00,
390,air_034a3d5b40d5b1b1,2016-12-04 00:00:00+00:00,
391,air_034a3d5b40d5b1b1,2016-12-05 00:00:00+00:00,
392,air_034a3d5b40d5b1b1,2016-12-06 00:00:00+00:00,
393,air_034a3d5b40d5b1b1,2016-12-07 00:00:00+00:00,
394,air_034a3d5b40d5b1b1,2016-12-08 00:00:00+00:00,
395,air_034a3d5b40d5b1b1,2016-12-09 00:00:00+00:00,
396,air_034a3d5b40d5b1b1,2016-12-10 00:00:00+00:00,
397,air_034a3d5b40d5b1b1,2016-12-11 00:00:00+00:00,
